,ids,output label
0,78886,-524.6707454874686
1,35987,243172.79261742128
2,63576,4972.745210727773
3,86537,-2059208.8143059192
4,45235,-36486.61820203442
5,87333,2312.171116014446
6,94152,-178502.25390160625
7,31129,18731.626286433777
8,52019,-3.4663687990341714
9,74987,63744.21536109621
10,60601,-4.684172675149966
11,48864,173839.54449315983
12,56839,20131.907568976254
13,92351,1293274.7580384044
14,53691,-12832.05831639025
15,56277,6676335.446723099
16,47415,3015.54797988461
17,89925,59.71498839463129
18,27912,617517.9328222023
19,33156,-44909.58576392732
20,21957,-51.296231523285314
21,22618,-12167707.082694575
22,23157,-11.813947038801416
23,46659,2.3902827916735987
24,55763,-1562.5919294441646
25,56057,748.0515624901818
26,39322,-79123.78453919286
27,68624,-218.04405100480471
28,73726,-1151318.7174289091
29,95124,974665.1718661587
30,65775,266908.63664724806
31,53215,24824.14258388341
32,36737,137860.09391894023
33,27447,-721256.769550078
34,80796,-317810.9392287653
35,40388,-456171.8074012605
36,26922,1003933.7688602924
37,81620,27268.657763844138
38,26278,-161232.4883768034
39,53469,-2447650.3108254853
40,77087,18364.350954288842
41,85244,648088.104263939
42,63105,-652.5497324424741
43,78427,-720131.5223944448
44,97984,-1184138.185307076
45,28980,-29001.2431933934
46,73855,-1474763.182038804
47,47591,19454.256260997263
48,57106,8552.59599969531
49,47500,15317.536660461243
50,44835,-93.78335627382694
51,90757,-1.9267384175927873
52,97176,141.12647437247142
53,41537,-101.04298179691432
54,22956,-1054.4076110244114
55,95701,440.3623084749761
56,67922,1555048.5540129975
57,24559,1834.4616020888734
58,73761,629041.5192614207
59,39147,185.90961091820645
60,46094,-50109142.96091207
61,52770,2566832.998221191
62,31661,2440.355935598882
63,23741,66389.39892650428
64,64853,290.527773912856
65,72773,-10343.593725876859
66,57769,-1420867.3351426143
67,49782,25744437.747080725
68,89731,-20.236092990900943
69,41818,-76.44763444473392
70,46504,136975.88474527455
71,86919,-406739.6064891728
72,73880,31101.01753116336
73,51783,12247.469453604148
74,90591,3600.4989058307256
75,39665,1098981.4231153368
76,41250,9449.284293248518
77,87620,711.4519953945692
78,37381,191.07315067677519
79,67635,25725.660836906995
80,84260,-100988.11953214827
81,92796,6891.917345756854
82,35309,324809.4069721337
83,76981,4905.069244440665
84,76980,-12301810.438710475
85,26980,123943.58232449926
86,25198,217162.5497969921
87,27096,327871.9853155504
88,48315,335712.59194265225
89,93000,-2685.84755410873
90,85031,-112082.49694018782
91,38845,-163828.94255467874
92,45388,-2310.7079548712154
93,42315,-54590.79651441129
94,43054,7244.444187068681
95,90803,13807.166205378755
96,38264,1326.580917258425
97,47426,422887.66811305087
98,85706,-87103.22893805234
99,27661,-1019.4761531229578
100,86289,-240869.43027710987
101,55925,-396.79008574161526
102,87075,-438964.01332065696
103,99203,-4928.924466271763
104,71403,-11.239326557502864
105,29700,28072.278337423304
106,47681,-85.33046324142742
107,76007,-192218.69136424208
108,42032,-46179.84629347351
109,95819,-4.743114140133912
110,52726,322916.58322364604
111,95064,-238851.94120598203
112,78634,199.91816338333047
113,77593,-395449.8477044928
114,71170,-198605.3912630045
115,32468,-67.01386522794382
116,62134,7014.71645302756
117,82228,18207284.491325155
118,79309,91617.9465957522
119,31987,-1452994.5433823408
120,52395,76131.0046847738
121,34413,32538.14333436726
122,91137,-20088.376280766483
123,88937,162389.55110477982
124,57600,7671.612634347526
125,24284,-461866.7664701111
126,26874,9778118.465225268
127,41084,-2137598.01419267
128,86402,-1248834.8936424782
129,52220,1631064.6846396504
130,30865,30801.870478032502
131,40062,-397.27119373450296
132,65939,358808.3659072974
133,48491,-69.78700436916733
134,83125,23.299466787642814
135,71954,-41335.81797700352
136,65389,3.4060970802365773
137,60570,-700.2196987614534
138,33950,36.809133716529686
139,78029,-75813.62303968074
140,28828,851686.9543371485
141,40519,-28677.150015911022
142,38205,31982.26874619298
143,22323,-7760.1376655770055
144,91732,3642.452969187083
145,46383,78919.25182404193
146,23989,52238.26521635401
147,92517,-105402.27107884319
148,86893,-4.4056387720247585
149,34037,-16702.167561028422
150,36721,598639.0306092927
151,55718,-355.56304583118435
152,73664,-14524.316892326826
153,44305,-1347.4112774644655
154,50644,22463716.930712137
155,42308,-49986.74076988272
156,40328,-15948.933194702435
157,92095,18067.714821404148
158,64895,40714.83510128417
159,21436,97869.798751312
160,54725,-2109.9086572400647
161,75954,558.9536851648863
162,86262,-12995.470247654253
163,70321,-158.59517252250043
164,36826,-10668295.008629845
165,29631,175.40203512084008
166,55203,-62514.74733203205
167,72651,2283.8631365679284
168,59643,-1.0057742743247218
169,36427,284059.5222177543
170,24271,-9198443.56495801
171,21634,24356.11419740235
172,93873,-21561.17494781968
173,21139,4197.44597413136
174,81315,108.91845942500186
175,59278,537.834845722924
176,31904,4296.6869898465975
177,51616,-1358.7325845868418
178,38957,-68922.33733732057
179,98224,87105.23521405517
180,37343,-3290.4687002126757
181,84395,-2245.7523460446228
182,68693,13143.762819898913
183,59973,99266.08443041035
184,64032,361359.2876288827
185,88941,1194.2828310975347
186,87880,10852.229904280804
187,30717,8712800.170860227
188,57926,10571791.100059895
189,59284,-130.6779070831999
190,65340,-189.324946818846
191,37862,-467727.57510436175
192,42885,-410014.37866363954
193,95106,262.50234816421107
194,99473,-7706.939795650998
195,22879,-6159.649790484147
196,41073,-6491.382753272426
197,94434,-7356.929463826795
198,55059,-18898.19099303009
199,83598,41650.25066645991
200,29912,96.94379105582811
201,48165,31501.431264249826
202,64884,-212503.95288653352
203,20118,98609.36925580047
204,78508,-0.31487927225134626
205,69314,-14800.63754055706
206,87485,-60050.753509880546
207,64992,89.86467484909554
208,39849,-85850.08513657417
209,21022,-1.6837494081682962
210,95448,1059546.711264326
211,77765,1186.0694069745678
212,95003,-1779.3980778707319
213,24129,-664.1921756367828
214,58213,2122.9120287740043
215,74920,302383.0523938922
216,70348,-7268.129559030052
217,83980,-21311.552731067408
218,72123,2904.6228057812004
219,55316,91925.38939681726
220,24286,196.05323192004107
221,85458,22939.18687823532
222,56367,1197.2922691318072
223,69616,4088.805762956803
224,82918,-663626.9261294359
225,80307,174140.09134366107
226,86689,-15944.989223060556
227,87439,-20567.610295881
228,57828,3074218.269841052
229,63205,-20.583087827593772
230,77009,77416.36756555905
231,34002,4926.804080604272
232,42798,701859.4463794673
233,36091,52868.82209582066
234,64167,186884.53543902226
235,37768,-25924.986120521193
236,55818,-4006.018711441435
237,85432,329813.84638709406
238,35786,3161.471630454702
239,88975,-36431.78995624879
240,52913,11.717482072233906
241,78318,-0.7669734427854564
242,34106,-379.7902357529256
243,98891,-206.97253911692133
244,60048,-6149.22104582401
245,65926,-314658.78728655307
246,86704,-25768.06424436513
247,68137,-1928.2770869080832
248,68753,-274653.275602601
249,25344,-11.274386417024289
250,73384,-53771.4395363404
251,76016,-0.011704876620569848
252,43399,353476.1209842258
253,85611,-2084810.200380852
254,31491,4509.049984807674
255,92736,14625.810710822385
256,64571,279083.87533549283
257,46149,159505.7963745308
258,38766,-44.53775339854292
259,41954,43368.82535641798
260,98723,6.260197886360402
261,39199,-138541.99328584835
262,70606,3.0108716150371038
263,72649,5969300.263546099
264,90341,335727.1802932181
265,72304,112027.70476703704
266,31353,-83.31417509307539
267,64366,-226544.6936740118
268,79335,51.14691920036057
269,43477,-92.5572185717192
270,48658,555.9495752350431
271,38055,60671.886129851184
272,38616,-21438.885011658065
273,34427,2665529.6825939664
274,50513,169814.9325517258
275,95317,-63.76619818129802
276,40030,1288927.3725619016
277,75311,-1056.3479008492232
278,60921,-12201965.402881542
279,36691,2142.0124644787484
280,60410,68512.65157075807
281,84783,-95.40556465319423
282,83110,10914.17848674392
283,38127,-226.63264377833002
284,24749,-713506.0890225386
285,59270,6364134.670279526
286,74147,-20278.751217737343
287,92654,-7836.112422284887
288,22250,5.659557903834866
289,68558,4.930548858135808
290,98213,-13637.439296577222
291,64402,-128897.28158994686
292,32359,-4012.3666730806453
293,39253,-17852.51990005529
294,38412,64485.17778297918
295,76568,-213287.241205703
296,56109,-171.59464002793356
297,91499,-45546.58338762584
298,47675,3400404.880716685
299,97743,67736.08340383432
300,54497,-16029.566522812913
301,31628,-1988.1288177171718
302,62997,4.356411090835536
303,41500,-507.50696244699975
304,67832,73866.15397675706
305,88159,116.48638061386191
306,58149,301022.4531406423
307,72485,10324.792156332798
308,24669,93094.66834476881
309,51601,17.559954294387353
310,78431,-138483.80650906777
311,99493,-73061.60634326198
312,78261,-1.9934877492141823
313,20476,-7239.264838251971
314,82735,-4995688.404870657
315,55749,-1740.328997018305
316,36333,-13971.725209237246
317,51306,2969.6704958831924
318,24105,-2.533823526047854
319,42349,-1850.9313675247122
320,87458,0.14311237174297275
321,58029,5992.068312907601
322,81459,11964.84029348297
323,26213,-13321.812896693204
324,29659,-223055.8630749941
325,51954,-661057.135385186
326,81437,-15427.785319086624
327,46460,288966.0753426087
328,49076,-1398.200529029129
329,27607,-11419.987203814848
330,43797,6.628876377120832
331,49762,90.81746773260784
332,58609,4642618.090514534
333,53677,101952.47209270955
334,47295,10880050.439629436
335,89254,-1566.2447700833345
336,56435,-592498.2265727401
337,72554,1220393.0210929594
338,95363,-124.82368457910161
339,57127,1222461.8281482786
340,82018,-27900.68085062583
341,64601,-2058.220033178206
342,28927,2158943.702366311
343,40074,-4821.004806971867
344,41917,4307.379557033348
345,53998,176939.84684153457
346,79328,-34686.145347009115
347,83347,13636.793288677567
348,46466,112117.78279431423
349,61109,113626.98816557028
350,88334,-986362.1348314746
351,65721,11561.744434037162
352,84515,9.534165605513408
353,24346,74.64866869089929
354,92882,856632.7387565555
355,60407,-234530.1070070271
356,48277,65462.1227663382
357,20095,-121.30505789701238
358,58156,-4923.372366432961
359,52362,-6.307601862148658
360,96243,79.9031688786381
361,81212,596439.4251178297
362,68680,973.7453321881931
363,40874,-30500.272295449766
364,46565,91.67600756241882
365,69069,1.2142494491436082
366,41593,-838268.8332348058
367,64866,436.282315932589
368,21409,23105899.909513768
369,21940,-23029.084300468814
370,59262,55703.79684092336
371,41446,1379569.295096404
372,75285,-555845.7584552431
373,43391,-703.865755148554
374,62221,511307.51399925945
375,36913,800.5327278190289
376,84237,-20557.824568813397
377,35384,-9736.595017392445
378,34044,-50.235379084080705
379,55024,-4442.322127372396
380,53852,-22244.63438986965
381,52589,50796.39206854814
382,44129,-10414.42560177752
383,28100,14167807.559628839
384,29875,112528.97247971989
385,69528,-605649.0380908201
386,21443,-920.9341750623516
387,55628,-214070.77212647308
388,62233,-219322.00726366966
389,57633,-422.86425779106685
390,67929,-511019.60739074205
391,25411,-695.0186173458151
392,78781,367899.2596419856
393,35545,-101.91190451855618
394,72787,-14833.027619480761
395,56594,-1916877.738150062
396,93969,-527233.5575890354
397,63284,-2218.2013720626837
398,71067,-738.8746944447503
399,33317,38180.091811473474
400,98172,148.3224081783428
401,53361,-336890.40995364886
402,52869,80075.68807328299
403,93922,-37498.49995514358
404,41135,182595.77459109042
405,74952,-12472.405024757843
406,89211,441023.8663204125
407,41200,-28053.238832575596
408,35925,-3.53925926120246
409,37825,3044.2387970890486
410,97234,13478.4251155553
411,29834,37089.11549862434
412,70026,1055483.6921706547
413,91060,155771.53595196563
414,62120,2472.098705558101
415,29112,2.6589751039591647
416,31461,-1347.790340862919
417,78740,-833857.1474881251
418,55054,15609.94500566146
419,60981,240.0122981030854
420,43244,-46149.67041365272
421,58145,3661176.166071432
422,60117,-447.3990347210183
423,45943,-419.84656969189564
424,87893,6771.465115939942
425,40506,218398.08129524512
426,72566,17964.680739450177
427,24613,-1568464.4606608986
428,66490,-372591.82011723635
429,87096,277.9168366182257
430,43190,108947.61340652562
431,75405,4.209527552047803
432,96287,-6869.003953635236
433,75310,2.1245054355149477
434,73241,363.8342190198746
435,84278,16.971693744462755
436,76614,8.203977111048516
437,98329,-2564416.2134943926
438,54562,0.7689283657909982
439,48447,-3292.0128013677368
440,91539,2288.7367029218567
441,46593,321.02404950264645
442,34241,-1223.9651009899626
443,75234,27297.31438781225
444,47262,334049.6509753694
445,33753,-134687.00209915568
446,62940,173.86231248799777
447,31826,-5332216.911109718
448,48485,-44045.72179852954
449,30770,-42593.4935328028
450,31880,6456708.036512499
451,94451,-65119.82977138356
452,78617,10332.699651904199
453,71035,-3557959.520940631
454,54300,-265914.77509001025
455,85644,-207891.50035460232
456,40430,38336.58432651876
457,60420,72200.07834894728
458,56957,2142206.9093669816
459,81481,-362828.7664409767
460,81698,3073.973119950786
461,78140,197915.00834118162
462,83164,-123.82485107090179
463,75499,-69742.99137663975
464,75046,928.7660601065181
465,43047,1833.8304351332426
466,27642,-26583.304387360964
467,26958,123.7651364522535
468,49720,10.439775781473145
469,66990,3.056636287115907
470,37878,-55544.36046004053
471,63508,-138.6330842623738
472,61888,-196167.70542218522
473,56661,95.90487663340718
474,33923,13.683505703202172
475,42070,4.199482960340902
476,58333,3940.9056771556607
477,91441,-452.90408456685145
478,48461,-1227267.9739521733
479,46940,-62474.50859986987
480,30954,145154.91514752616
481,60657,1321.550554833755
482,67762,-47319.21486126245
483,72968,-292191.240604804
484,86675,5857.654710905914
485,63570,-127681.9047121098
486,52507,-55868.402314631494
487,81672,-50674.17967574392
488,82026,183330.12213672345
489,96186,-13.665759022582279
490,29440,910014.3821192089
491,84218,147668.72202284556
492,53235,-5180674.04208761
493,89364,-3263.925769138723
494,42037,3.0647304347930913
495,85374,-2.846698850769826
496,26651,-186297.72727691793
497,97309,6.099090693756807
498,68259,590686.1652489224
499,82299,953.7896132467304
500,37594,-4003755.071832419
501,66640,-75883.97334918186
502,21942,-5.489984540361547
503,56204,9639.792129157291
504,42842,-54.68370026141383
505,42882,-272.0503158919619
506,47323,22919479.436338007
507,86979,112175.66425420114
508,46082,146467.1985418812
509,38404,962867.7537239024
510,86248,4.526579368784951
511,74353,-722093.2835042746
512,33902,3244.2833434698823
513,41886,2393968.3613447826
514,87017,-2859.7827991242684
515,55188,1243700.0548394197
516,89865,-18664.66761073209
517,26700,-5.001027512007568
518,26887,31.609861405058837
519,89051,-604509.3466709501
520,82620,-188296.6869394496
521,53560,3131.4840698127646
522,76142,232741.77090301353
523,72812,-5.107444090192075
524,22617,-771.54725338155
525,37963,-94.34466832838552
526,46906,-38780.1373338111
527,64937,-20.89348160053669
528,35377,126022.82362713813
529,33416,1321.8339811836759
530,89043,-3406.7371396634353
531,56867,-1496121.1533217956
532,28008,2031836.079515757
533,82574,18729.284179553182
534,71789,515416.49044178147
535,60523,-119714.83643524488
536,46464,-741.5802643038132
537,48172,369.0655946348288
538,64132,-6.596745424403707
539,53264,199682.39659365604
540,92152,5132.814635664565
541,28193,-44958.29422217592
542,71748,32673.020338350063
543,73839,803683.0573088859
544,25569,25592.181530970855
545,81172,122059.87816679929
546,72726,-186.3274875513107
547,36828,-30277.34634703312
548,92003,9.44261126327001
549,46143,12441.090776296172
550,30595,6646.591128300934
551,94866,-2482.5978567250877
552,92153,141895.88976576232
553,60584,-639303.2606492146
554,35692,1785.4772471167744
555,36801,55.70702232003714
556,26986,-1743.5923148739694
557,88518,-241228.4631388311
558,71781,103631.24464140006
559,28770,-239144.74710441823
560,65927,15576.278504494452
561,93187,12565.468530557919
562,38548,-4962.2740476779745
563,60907,-1726.021187962726
564,27361,340477.3028823029
565,38323,-5944.578583472046
566,60790,-3.7815735069762013
567,69742,-145.38137651261968
568,65307,1034394.6217167354
569,27372,-63161.160454183606
570,71044,406858.11914627836
571,40432,-371.3281712267144
572,83570,111618.82388432501
573,76772,-112172.62446124002
574,88414,372.7086411350483
575,29455,786.240204091846
576,66053,-1493743.3166120802
577,99327,-30.363386602546598
578,44010,-10464.97403998361
579,59815,608.0689445021289
580,76527,1882758.4265490933
581,47650,411572.7767799293
582,30659,3776.3523409415047
583,69071,17145.072955080675
584,28819,-204615.0908496361
585,57743,236918.74365722248
586,46755,-765.5065956428352
587,57445,-429748.96982213703
588,51324,87.84784849602147
589,60627,4544355.802903024
590,70220,700.2925839162053
591,98160,172.88068523842594
592,98546,3025.9390823172726
593,96471,18144.88134565024
594,26227,47235.08183222188
595,88056,-29696.382680793628
596,88845,-3744.512921911797
597,51603,636.840257553924
598,25271,-4207.146581276445
599,53460,1400671.7575540403
600,75927,65129.60629770258
601,25186,20041.56844344335
602,95891,121523.65229589716
603,72991,3428518.1665980616
604,44254,8571967.54725953
605,20976,-1177515.8774045086
606,41137,105452.589714426
607,31091,4388859.66774798
608,26344,49959.35884755026
609,65434,12.625410797965742
610,95015,1076.3567472653467
611,20651,-12.489752880199376
612,93361,-28107.403286641616
613,32186,-498973.86570781464
614,48158,-32669.327908391344
615,25043,601885.657289733
616,28633,-177743.45296091182
617,46604,-3186.1361200764604
618,75123,1575754.8360510427
619,49020,-439.30877495010463
620,93433,-2184.585351930973
621,22685,179446.61238659313
622,48982,7294.054134713962
623,28106,-95260.4029973614
624,63793,-152.5225715907709
625,22249,624.8197803161038
626,61578,490.6491353566398
627,41928,464.1986702115628
628,57377,-349.87770853532675
629,64247,-20.708319365867283
630,47344,85.29933277306009
631,42240,2320.014287461572
632,81741,8301.129814431239
633,25243,1928.6460309370614
634,70543,274.38837806960873
635,22767,-41277.72359721238
636,81148,254.28807225232595
637,78192,-1901.0784097405685
638,46169,-4343814.545878925
639,42513,-27379.86859149053
640,93740,-4082.7845333605965
641,65015,45875.32271308895
642,34485,13.762273892965823
643,30988,1149.8323504598866
644,20615,-70575.67512196813
645,23888,240355.6077703707
646,84400,7.833977750700797
647,38488,-951.5822710902339
648,91912,2644263.3211911744
649,80644,-573.8121394845748
650,41967,512.8436254218741
651,54559,6335.881851832821
652,44774,-19774447.40268833
653,94812,-930.6505036441249
654,38308,7702.915216688212
655,21961,-9867.876813772315
656,97951,9399.53226968021
657,30591,634.6680105688101
658,51894,-391.73626307918494
659,23626,-2487831.12278337
660,91571,15.950375443644589
661,64671,-69111.00461995567
662,40216,31199.707745780674
663,86552,-1859.8537968532783
664,35148,325494.77962525364
665,90720,201.62227819980944
666,69677,-8.988236258182951
667,60509,-2416.1888739695914
668,60814,-290125.6230680543
669,49168,11696.0813587236
670,55207,2657777.4936113353
671,81281,-7044.47440386965
672,36425,297.44704539068516
673,52727,-4033.426649715593
674,83206,5163549.521625637
675,64406,-5.020883560904622
676,96078,172938.1167691256
